,temp,precipitation,station_id
197,54.4,19.400000000000002,6001000
198,54.3,14.200000000000001,6001000
199,57.60000000000001,15.01,6001000
200,61.800000000000004,15.81,6001000
201,70.2,8.01,6001000
202,76.1,7.71,6001000
203,79.5,42.31,6001000
204,82.0,42.6,6001000
205,85.19999999999999,45.1,6001000
206,85.6,43.0,6001000
207,89.9,39.5,6001000
208,93.4,5.0,6001000
209,95.8,5.4,6001000
210,94.69999999999999,3.1,6001000
211,96.6,7.4,6001000
212,97.4,12.4,6001000
213,96.4,13.000000000000002,6001000
214,97.6,12.0,6001000
215,94.7,30.9,6001000
216,88.5,35.0,6001000
217,83.39999999999999,30.8,6001000
218,81.19999999999999,34.2,6001000
219,80.9,43.9,6001000
220,80.3,32.8,6001000
221,80.6,24.5,6001000
222,81.89999999999999,24.58,6001000
223,81.2,25.98,6001000
224,74.4,25.18,6001000
225,71.7,21.66,6001000
226,74.5,21.259999999999998,6001000
227,78.9,21.98,6001000
228,84.8,20.78,6001000
229,90.69999999999999,12.38,6001000
230,98.7,10.0,6001000
231,102.19999999999999,11.200000000000001,6001000
232,101.89999999999999,13.8,6001000
233,103.4,16.7,6001000
234,100.49999999999999,17.9,6001000
235,97.6,15.600000000000001,6001000
236,95.8,15.1,6001000
237,93.7,22.7,6001000
238,89.89999999999999,20.72,6001000
239,95.7,18.82,6001000
240,102.0,19.02,6001000
241,107.5,28.72,6001000
242,113.19999999999999,25.12,6001000
243,111.30000000000001,47.8,6001000
244,106.9,53.3,6001000
245,103.10000000000001,52.699999999999996,6001000
246,101.0,42.6,6001000
247,99.80000000000001,35.0,6001000
248,100.80000000000001,10.899999999999999,6001000
249,102.19999999999999,5.5,6001000
250,99.8,21.1,6001000
251,96.6,22.700000000000003,6001000
252,94.0,32.1,6001000
253,92.39999999999999,30.700000000000003,6001000
254,88.69999999999999,32.9,6001000
255,87.0,19.500000000000004,6001000
256,84.1,23.6,6001000
257,79.19999999999999,24.8,6001000
258,79.5,23.6,6001000
259,81.5,21.5,6001000
260,86.29999999999998,19.2,6001000
261,88.5,16.400000000000002,6001000
262,90.6,8.500000000000002,6001000
263,90.5,9.600000000000001,6001000
264,89.1,9.400000000000002,6001000
265,84.80000000000001,9.300000000000002,6001000
266,88.9,6.200000000000001,6001000
267,97.30000000000001,3.4000000000000017,6001000
268,107.3,1.2000000000000017,6001000
269,117.19999999999999,1.9000000000000017,6001000
270,120.7,8.300000000000002,6001000
271,112.1,15.710000000000004,6001000
272,103.8,15.510000000000003,6001000
273,97.9,15.410000000000002,6001000
274,96.1,15.410000000000002,6001000
275,95.6,10.810000000000002,6001000
276,101.5,4.600000000000001,6001000
277,107.1,5.200000000000002,6001000
278,107.5,8.700000000000001,6001000
279,100.60000000000001,12.46,6001000
280,97.4,12.92,6001000
281,97.2,12.71,6001000
282,95.0,12.510000000000002,6001000
283,93.8,9.110000000000001,6001000
284,96.0,4.350000000000001,6001000
285,99.5,16.26,6001000
286,101.4,15.770000000000001,6001000
287,104.4,15.07,6001000
288,109.2,20.67,6001000
289,109.8,42.97,6001000
290,111.0,28.8,6001000
291,114.2,28.1,6001000
292,118.3,28.1,6001000
293,120.5,23.400000000000006,6001000
294,126.8,2.1,6001000
295,126.69999999999999,5.2,6001000
296,124.3,9.3,6001000
297,117.6,37.8,6001000
298,110.5,37.6,6001000
299,99.2,38.8,6001000
300,95.7,35.8,6001000
301,93.4,31.9,6001000
302,94.2,4.1,6001000
303,92.2,7.299999999999999,6001000
304,89.8,12.2,6001000
305,84.1,13.2,6001000
306,79.3,14.099999999999998,6001000
307,75.9,13.499999999999998,6001000
308,77.9,9.659999999999998,6001000
309,84.6,2.559999999999999,6001000
310,89.4,1.459999999999999,6001000
311,92.3,0.3599999999999991,6001000
312,94.80000000000001,0.2599999999999991,6001000
313,97.5,-8.881784197001252e-16,6001000
314,99.9,-8.881784197001252e-16,6001000
315,103.1,6.699999999999999,6001000
316,97.1,14.1,6001000
317,88.89999999999999,15.9,6001000
318,81.30000000000001,15.9,6001000
319,74.4,16.3,6001000
320,71.2,9.6,6001000
321,76.8,2.1999999999999993,6001000
322,83.39999999999999,5.999999999999999,6001000
323,80.7,10.399999999999999,6001000
324,77.8,10.0,6001000
325,77.8,13.399999999999999,6001000
326,73.6,29.599999999999998,6001000
327,73.3,24.0,6001000
328,78.0,32.9,6001000
329,79.8,37.3,6001000
330,72.5,51.4,6001000
331,70.6,43.0,6001000
332,65.39999999999999,43.2,6001000
333,61.800000000000004,30.4,6001000
334,60.0,26.0,6001000
335,62.5,8.6,6001000
336,63.6,0.8,6001000
337,64.6,1.0,6001000
338,65.10000000000001,6.2,6001000
339,68.7,6.2,6001000
340,73.6,7.6000000000000005,6001000
341,74.7,17.900000000000002,6001000
342,73.7,22.8,6001000
343,76.1,39.6,6001000
344,75.0,63.2,6001000
345,71.8,61.7,6001000
346,70.1,58.00000000000001,6001000
347,66.80000000000001,53.5,6001000
348,61.5,48.2,6001000
349,53.7,26.599999999999998,6001000
350,47.5,27.299999999999997,6001000
351,49.1,20.699999999999996,6001000
352,54.5,19.9,6001000
353,60.5,2.9,6001000
354,70.69999999999999,0.8999999999999999,6001000
355,79.8,0.2,6001000
356,82.19999999999999,0.30000000000000004,6001000
357,78.39999999999999,0.30000000000000004,6001000
358,72.2,0.1,6001000
359,66.9,0.1,6001000
360,60.199999999999996,5.6,6001000
361,46.3,29.8,6001000
362,36.8,30.2,6001000
363,29.3,30.2,6001000
364,22.2,30.400000000000002,6001000
365,17.4,24.900000000000002,6001000
366,22.4,4.6,6001000
367,28.5,18.2,6001000
368,37.9,33.3,6001000
369,44.7,51.8,6001000
370,45.9,60.4,6001000
371,43.9,60.0,6001000
372,40.900000000000006,46.5,6001000
373,35.4,31.400000000000002,6001000
374,32.1,12.7,6001000
375,35.7,28.0,6001000
376,37.8,28.599999999999998,6001000
377,38.199999999999996,28.099999999999998,6001000
378,37.1,28.099999999999998,6001000
379,34.6,28.099999999999998,6001000
380,30.3,4.2,6001000
381,29.3,0.0,6001000
382,30.5,0.0,6001000
383,31.400000000000002,0.0,6001000
384,32.3,0.0,6001000
385,31.5,0.0,6001000
386,31.4,0.6,6001000
387,31.500000000000004,1.7000000000000002,6001000
388,32.7,1.7000000000000002,6001000
389,35.7,1.7000000000000002,6001000
390,40.2,2.6,6001000
391,43.2,25.0,6001000
392,40.599999999999994,38.4,6001000
393,37.300000000000004,43.0,6001000
394,30.5,49.0,6001000
395,21.200000000000003,48.2,6001000
396,11.1,25.2,6001000
397,6.4,13.7,6001000
398,1.8,13.3,6001000
399,1.9000000000000001,24.1,6001000
400,2.5,29.2,6001000
401,2.7,30.9,6001000
402,2.7,40.6,6001000
403,0.8999999999999999,43.300000000000004,6001000
404,-2.9000000000000004,29.7,6001000
405,-2.4000000000000004,37.0,6001000
406,-4.300000000000001,35.8,6001000
407,-8.0,23.1,6001000
408,-5.9,20.299999999999997,6001000
409,-0.7999999999999998,25.4,6001000
410,4.5,30.799999999999997,6001000
411,13.7,41.599999999999994,6001000
412,23.799999999999997,53.5,6001000
413,27.9,57.699999999999996,6001000
414,27.099999999999998,49.4,6001000
415,23.200000000000003,39.400000000000006,6001000
416,21.8,29.900000000000002,6001000
417,20.1,28.8,6001000
418,26.4,22.5,6001000
419,32.3,22.5,6001000
420,38.099999999999994,20.5,6001000
421,39.1,20.900000000000002,6001000
422,41.800000000000004,38.900000000000006,6001000
423,36.9,39.300000000000004,6001000
424,34.2,39.300000000000004,6001000
425,30.9,34.400000000000006,6001000
426,29.6,32.2,6001000
427,27.6,14.6,6001000
428,24.5,13.1,6001000
429,22.0,13.299999999999999,6001000
430,21.9,13.2,6001000
431,21.3,13.399999999999999,6001000
432,20.9,2.2,6001000
433,21.8,1.3,6001000
434,21.9,1.0999999999999999,6001000
435,18.0,0.2,6001000
436,15.799999999999999,3.4,6001000
437,13.2,10.4,6001000
438,10.1,10.4,6001000
439,7.4,10.6,6001000
440,4.9,10.9,6001000
441,1.5,13.6,6001000
442,-5.3,6.699999999999999,6001000
443,-11.6,6.8,6001000
444,-17.7,6.6,6001000
445,-16.8,12.8,6001000
446,-14.099999999999998,21.4,6001000
447,-10.1,22.299999999999997,6001000
448,-4.3,22.700000000000003,6001000
449,0.4,22.700000000000003,6001000
450,-0.09999999999999998,16.200000000000003,6001000
451,-4.6,1.5000000000000018,6001000
452,-6.4,0.5000000000000018,6001000
453,-5.0,6.600000000000001,6001000
454,-1.9,7.700000000000001,6001000
455,3.9,15.100000000000001,6001000
456,16.5,29.200000000000003,6001000
457,26.1,30.900000000000002,6001000
458,32.8,44.10000000000001,6001000
459,32.8,64.9,6001000
460,29.2,58.1,6001000
461,22.3,59.300000000000004,6001000
462,19.0,82.2,6001000
463,12.1,73.9,6001000
464,8.4,54.300000000000004,6001000
465,5.300000000000001,54.10000000000001,6001000
466,-0.9999999999999996,38.900000000000006,6001000
467,-7.1,14.400000000000007,6001000
468,-7.3999999999999995,11.000000000000007,6001000
469,-8.0,12.300000000000006,6001000
470,-10.1,11.900000000000007,6001000
471,-9.2,14.500000000000007,6001000
472,-5.199999999999999,20.10000000000001,6001000
473,-4.5,12.000000000000007,6001000
474,-2.3,8.400000000000007,6001000
475,1.8,8.400000000000007,6001000
476,6.4,5.700000000000006,6001000
477,6.199999999999999,7.105427357601002e-15,6001000
478,3.9,7.105427357601002e-15,6001000
479,0.5999999999999996,0.6000000000000071,6001000
480,-2.9000000000000004,0.8000000000000071,6001000
481,-8.0,1.6000000000000072,6001000
482,-12.2,1.7000000000000073,6001000
483,-11.6,1.7000000000000073,6001000
484,-6.9,1.1000000000000072,6001000
485,-1.5999999999999996,0.9000000000000071,6001000
486,3.3,0.10000000000000711,6001000
487,7.4,7.105427357601002e-15,6001000
488,9.7,7.105427357601002e-15,6001000
489,12.0,7.105427357601002e-15,6001000
490,16.1,7.105427357601002e-15,6001000
491,22.9,2.600000000000007,6001000
492,31.199999999999996,6.100000000000007,6001000
493,37.9,11.600000000000007,6001000
494,42.4,13.100000000000007,6001000
495,44.4,13.500000000000007,6001000
496,43.199999999999996,11.500000000000007,6001000
497,39.800000000000004,10.100000000000007,6001000
498,31.6,4.800000000000007,6001000
499,22.7,3.400000000000007,6001000
500,13.700000000000001,3.000000000000007,6001000
501,9.9,3.000000000000007,6001000
502,6.0,19.600000000000005,6001000
503,9.899999999999999,23.900000000000006,6001000
504,14.7,24.800000000000004,6001000
505,20.3,31.700000000000003,6001000
506,22.599999999999998,31.60000000000001,6001000
507,26.599999999999998,12.900000000000007,6001000
508,29.700000000000003,9.200000000000008,6001000
509,30.6,8.400000000000007,6001000
510,29.6,1.500000000000007,6001000
511,25.0,1.500000000000007,6001000
512,21.1,1.500000000000007,6001000
513,18.9,4.300000000000007,6001000
514,17.0,4.800000000000007,6001000
515,18.1,6.000000000000007,6001000
516,19.6,6.700000000000007,6001000
517,21.700000000000003,6.700000000000007,6001000
518,21.799999999999997,3.1000000000000068,6001000
519,23.7,2.4000000000000066,6001000
520,26.599999999999998,1.200000000000007,6001000
521,31.099999999999998,7.105427357601002e-15,6001000
522,32.5,7.105427357601002e-15,6001000
523,33.2,7.105427357601002e-15,6001000
524,33.9,3.300000000000007,6001000
525,33.0,13.900000000000006,6001000
526,34.8,21.800000000000008,6001000
527,40.3,61.30000000000001,6001000
528,44.2,77.50000000000001,6001000
529,48.4,77.30000000000001,6001000
530,57.2,66.70000000000002,6001000
531,64.1,59.20000000000002,6001000
532,68.1,25.200000000000014,6001000
533,76.9,9.100000000000014,6001000
534,80.1,7.600000000000015,6001000
535,73.8,9.600000000000014,6001000
536,65.2,12.800000000000013,6001000
537,59.6,7.900000000000015,6001000
538,51.7,8.000000000000014,6001000
539,50.5,6.400000000000015,6001000
540,56.4,4.400000000000015,6001000
541,68.5,0.8000000000000143,6001000
542,75.1,6.200000000000014,6001000
543,68.7,36.600000000000016,6001000
544,64.3,39.000000000000014,6001000
545,57.5,42.000000000000014,6001000
546,49.1,50.70000000000002,6001000
547,47.1,44.90000000000001,6001000
548,59.0,20.600000000000016,6001000
549,62.199999999999996,34.100000000000016,6001000
550,66.7,36.70000000000002,6001000
551,70.7,28.400000000000013,6001000
552,70.8,29.700000000000014,6001000
553,69.80000000000001,24.600000000000012,6001000
554,75.4,9.200000000000014,6001000
555,78.0,9.800000000000015,6001000
556,75.5,15.600000000000014,6001000
557,73.2,16.000000000000014,6001000
558,67.4,20.600000000000016,6001000
559,62.3,20.700000000000014,6001000
560,59.8,15.200000000000015,6001000
561,59.300000000000004,15.800000000000013,6001000
562,56.2,31.500000000000014,6001000
563,58.3,38.20000000000002,6001000
564,61.4,38.40000000000001,6001000
565,59.5,46.500000000000014,6001000
566,56.3,49.90000000000002,6001000
567,57.800000000000004,42.20000000000002,6001000
568,55.6,34.40000000000001,6001000
569,49.3,37.600000000000016,6001000
570,46.0,30.300000000000015,6001000
571,46.9,24.100000000000016,6001000
572,46.0,16.000000000000014,6001000
573,51.4,11.700000000000015,6001000
574,56.5,11.800000000000015,6001000
575,58.3,13.900000000000015,6001000
576,60.6,10.900000000000015,6001000
577,61.2,33.100000000000016,6001000
578,59.1,35.20000000000002,6001000
579,59.1,31.200000000000017,6001000
580,62.0,27.80000000000002,6001000
581,64.8,27.000000000000018,6001000
582,73.10000000000001,4.000000000000018,6001000
583,80.5,2.700000000000018,6001000
584,87.4,2.6000000000000174,6001000
585,95.5,3.600000000000018,6001000
586,98.9,18.400000000000016,6001000
587,96.1,26.600000000000016,6001000
588,94.5,25.80000000000002,6001000
589,93.9,26.000000000000018,6001000
590,93.9,33.500000000000014,6001000
591,92.3,25.30000000000002,6001000
592,96.4,16.600000000000016,6001000
593,100.0,16.700000000000017,6001000
594,105.89999999999999,16.600000000000016,6001000
595,111.80000000000001,11.700000000000017,6001000
596,122.2,6.600000000000017,6001000
597,122.1,35.90000000000002,6001000
598,116.80000000000001,39.000000000000014,6001000
599,108.3,39.20000000000002,6001000
600,96.80000000000001,37.70000000000002,6001000
601,83.5,41.30000000000001,6001000
602,78.0,13.200000000000014,6001000
603,76.4,10.200000000000015,6001000
604,73.5,14.200000000000014,6001000
605,72.9,11.900000000000015,6001000
606,74.10000000000001,21.000000000000014,6001000
607,77.69999999999999,20.400000000000016,6001000
608,83.3,19.800000000000015,6001000
609,90.10000000000001,22.600000000000016,6001000
610,91.5,62.100000000000016,6001000
611,93.69999999999999,50.40000000000002,6001000
612,96.0,49.40000000000001,6001000
613,97.0,49.40000000000001,6001000
614,97.6,42.500000000000014,6001000
615,103.7,3.2000000000000144,6001000
616,109.0,1.0000000000000142,6001000
617,111.9,1.1000000000000143,6001000
618,110.10000000000001,1.1000000000000143,6001000
619,108.2,0.9000000000000141,6001000
620,106.9,0.7000000000000142,6001000
621,105.5,0.20000000000001422,6001000
622,103.9,1.4210854715202004e-14,6001000
623,106.6,1.4210854715202004e-14,6001000
624,110.2,1.6000000000000143,6001000
625,112.2,2.300000000000014,6001000
626,114.99999999999999,2.6000000000000143,6001000
627,117.4,2.6000000000000143,6001000
628,120.8,2.6000000000000143,6001000
629,125.3,1.0000000000000142,6001000
630,130.5,1.7000000000000142,6001000
631,131.6,3.300000000000014,6001000
632,133.7,4.600000000000014,6001000
633,135.9,4.800000000000014,6001000
634,136.4,4.900000000000014,6001000
635,131.0,7.900000000000015,6001000
636,124.5,10.500000000000014,6001000
637,118.60000000000001,12.300000000000015,6001000
638,114.6,12.100000000000014,6001000
639,112.10000000000001,12.000000000000014,6001000
640,117.30000000000001,7.600000000000014,6001000
641,123.0,3.7000000000000144,6001000
642,128.1,1.0000000000000142,6001000
643,130.9,1.0000000000000142,6001000
644,128.8,4.800000000000014,6001000
645,120.19999999999999,21.200000000000014,6001000
646,115.2,24.100000000000012,6001000
647,110.30000000000001,24.500000000000014,6001000
648,103.6,25.700000000000014,6001000
649,99.5,21.900000000000013,6001000
650,102.29999999999998,7.000000000000014,6001000
651,101.2,4.700000000000014,6001000
652,98.7,3.9000000000000146,6001000
653,98.0,2.7000000000000144,6001000
654,100.8,2.7000000000000144,6001000
655,101.89999999999999,1.2000000000000142,6001000
656,106.6,1.4210854715202004e-14,6001000
657,108.2,8.730000000000015,6001000
658,106.8,8.830000000000014,6001000
659,103.0,8.830000000000014,6001000
660,100.0,8.830000000000014,6001000
661,100.5,8.830000000000014,6001000
662,99.9,8.900000000000015,6001000
663,97.80000000000001,12.300000000000015,6001000
664,94.4,13.700000000000015,6001000
665,91.5,19.200000000000017,6001000
666,85.69999999999999,24.000000000000014,6001000
667,85.3,15.200000000000014,6001000
668,88.49999999999999,11.700000000000014,6001000
669,92.19999999999999,10.400000000000015,6001000
670,91.2,5.300000000000014,6001000
671,90.8,0.5000000000000142,6001000
672,92.1,0.5000000000000142,6001000
673,96.0,0.5000000000000142,6001000
674,100.7,0.40000000000001423,6001000
675,107.0,1.4210854715202004e-14,6001000
676,109.7,6.400000000000015,6001000
677,106.9,18.800000000000015,6001000
678,98.2,19.400000000000016,6001000
679,87.4,25.700000000000014,6001000
680,75.8,28.700000000000014,6001000
681,69.1,26.000000000000014,6001000
682,66.6,13.900000000000015,6001000
683,67.6,18.800000000000015,6001000
684,69.0,23.700000000000014,6001000
685,68.8,31.30000000000001,6001000
686,66.10000000000001,34.500000000000014,6001000
687,66.6,58.600000000000016,6001000
688,63.10000000000001,54.80000000000002,6001000
689,61.3,44.500000000000014,6001000
690,65.1,33.90000000000001,6001000
691,70.39999999999999,27.000000000000014,6001000
692,71.19999999999999,2.6000000000000143,6001000
693,76.9,0.9000000000000142,6001000
694,81.5,1.4210854715202004e-14,6001000
695,85.1,0.40000000000001423,6001000
696,89.3,0.6000000000000143,6001000
697,93.19999999999999,0.6000000000000143,6001000
698,92.7,0.6000000000000143,6001000
699,90.4,0.6000000000000143,6001000
700,87.5,0.20000000000001422,6001000
701,83.5,1.4210854715202004e-14,6001000
702,81.2,1.4210854715202004e-14,6001000
703,82.9,0.20000000000001422,6001000
704,81.89999999999999,18.100000000000012,6001000
705,80.5,36.40000000000001,6001000
706,78.1,36.500000000000014,6001000
707,74.3,36.70000000000001,6001000
708,68.7,36.70000000000001,6001000
709,62.6,31.200000000000017,6001000
710,55.8,15.300000000000015,6001000
711,50.0,18.500000000000014,6001000
712,44.599999999999994,20.900000000000016,6001000
713,44.199999999999996,28.80000000000001,6001000
714,48.5,26.000000000000014,6001000
715,52.5,32.30000000000001,6001000
716,56.599999999999994,32.500000000000014,6001000
717,60.7,29.900000000000013,6001000
718,64.0,22.200000000000014,6001000
719,66.3,15.100000000000014,6001000
720,70.4,8.000000000000014,6001000
721,75.6,6.900000000000015,6001000
722,79.1,18.000000000000014,6001000
723,76.4,17.700000000000017,6001000
724,77.3,15.200000000000014,6001000
725,79.3,13.700000000000014,6001000
726,77.89999999999999,20.000000000000014,6001000
727,77.6,11.300000000000013,6001000
728,74.2,15.400000000000013,6001000
729,66.39999999999999,15.500000000000012,6001000
730,56.8,15.400000000000013,6001000
731,50.2,7.100000000000014,6001000
732,48.0,15.400000000000013,6001000
733,45.699999999999996,28.400000000000013,6001000
734,46.0,51.80000000000001,6001000
735,44.300000000000004,57.80000000000001,6001000
736,47.199999999999996,66.70000000000002,6001000
737,47.4,56.90000000000001,6001000
738,51.900000000000006,49.40000000000001,6001000
739,51.4,31.700000000000014,6001000
740,51.4,36.70000000000002,6001000
741,44.4,27.400000000000013,6001000
742,35.400000000000006,26.700000000000014,6001000
743,28.3,17.600000000000016,6001000
744,24.400000000000002,12.600000000000014,6001000
745,22.6,1.9000000000000143,6001000
746,21.099999999999998,1.9000000000000143,6001000
747,21.1,1.7000000000000144,6001000
748,20.9,1.1000000000000143,6001000
749,20.5,11.700000000000015,6001000
750,19.0,18.400000000000013,6001000
751,16.5,28.300000000000015,6001000
752,13.3,35.30000000000001,6001000
753,11.9,35.30000000000001,6001000
754,13.4,23.900000000000016,6001000
755,11.500000000000002,16.900000000000013,6001000
756,11.100000000000001,7.100000000000014,6001000
757,8.8,0.10000000000001422,6001000
758,4.7,0.10000000000001422,6001000
759,1.0,0.9000000000000142,6001000
760,1.8,8.500000000000014,6001000
761,3.3,8.400000000000015,6001000
762,6.800000000000001,8.400000000000015,6001000
763,9.6,8.400000000000015,6001000
764,11.100000000000001,7.600000000000014,6001000
765,12.299999999999999,0.10000000000001422,6001000
766,12.700000000000001,5.600000000000014,6001000
767,11.5,5.600000000000014,6001000
768,11.5,5.600000000000014,6001000
769,11.3,5.600000000000014,6001000
770,11.0,5.500000000000014,6001000
771,11.6,1.4210854715202004e-14,6001000
772,13.0,1.4210854715202004e-14,6001000
773,12.2,1.4210854715202004e-14,6001000
774,12.1,1.5000000000000142,6001000
775,12.7,1.5000000000000142,6001000
776,14.4,1.5000000000000142,6001000
777,16.200000000000003,1.5000000000000142,6001000
778,20.0,1.5000000000000142,6001000
779,24.400000000000002,16.700000000000014,6001000
780,26.2,18.000000000000014,6001000
781,25.5,18.000000000000014,6001000
782,28.200000000000003,20.200000000000014,6001000
783,31.0,21.500000000000014,6001000
784,34.0,5.000000000000014,6001000
785,35.2,40.20000000000002,6001000
786,34.4,48.30000000000002,6001000
787,31.7,46.100000000000016,6001000
788,27.900000000000002,68.50000000000001,6001000
789,21.1,70.10000000000001,6001000
790,17.400000000000002,33.60000000000001,6001000
791,16.900000000000002,25.50000000000001,6001000
792,17.299999999999997,25.990000000000013,6001000
793,19.8,5.890000000000011,6001000
794,24.4,4.190000000000011,6001000
795,28.599999999999998,8.99000000000001,6001000
796,29.4,13.690000000000012,6001000
797,31.400000000000002,13.60000000000001,6001000
798,33.0,10.300000000000011,6001000
799,34.5,10.600000000000012,6001000
800,36.8,8.900000000000011,6001000
